Id,Title,Score,Text,CreationDate
"4776687","refactor a method with a block that contains multiple blocks itself","1","refractor a method with a block that contains multiple blocks itself","2011-01-23 21:37:24"
"4776687","refactor a method with a block that contains multiple blocks itself","1","I'm using Ruby 1.9.2

I have a class method called search that takes a block

e.g.

    class MyClass
      def self.search do
        if criteria1
          keywords ""abcde"", fields: :c1 do
            minimum_match(1)
          end
        end
      
        if criteria2
          keywords ""defghi"", fields: :c2 do
            minimum_match(1)
          end
        end
      end
    end

What I'd like to do is refractor the MyClass.search method and have a simple one-line method for each if/end statement

e.g. it would look something like this:

    class MyClass
    
      def self.search do
        c1_method
        c2_method
      end
    
      def self.c1_method
        if criteria1
          return keywords ""abcde"", fields: :c1 do
            minimum_match(1)
          end
        end
      end
    
      def self.c2_method
        if criteria2
          return keywords ""defghi"", fields: :c2 do
            minimum_match(1)
          end
        end
      end
    end

But the refactoring that I show above doesn't quite work.  It looks like the ""blocks"" that I'm returning in c1_method and c2_method aren't really being returned and evaluated in the search method, but I'm not sure how to do that.



","2011-01-23 21:37:24"
"4776687","refactor a method with a block that contains multiple blocks itself","1","<ruby-on-rails><ruby><lambda><block>","2011-01-23 21:37:24"
"4776687","refactor a method with a block that contains multiple blocks itself","1","refactor a method with a block that contains multiple blocks itself","2011-01-23 21:45:39"
"4776687","refactor a method with a block that contains multiple blocks itself","1","I'm using Ruby 1.9.2

I have a class method called search that takes a block

e.g.

    class MyClass
      def self.search do
        if criteria1
          keywords ""abcde"", fields: :c1 do
            minimum_match(1)
          end
        end
      
        if criteria2
          keywords ""defghi"", fields: :c2 do
            minimum_match(1)
          end
        end
      end
    end

What I'd like to do is refactor the MyClass.search method and have a simple one-line method for each if/end statement

e.g. it would look something like this:

    class MyClass
    
      def self.search do
        c1_method
        c2_method
      end
    
      def self.c1_method
        if criteria1
          return keywords ""abcde"", fields: :c1 do
            minimum_match(1)
          end
        end
      end
    
      def self.c2_method
        if criteria2
          return keywords ""defghi"", fields: :c2 do
            minimum_match(1)
          end
        end
      end
    end

But the refactoring that I show above doesn't quite work.  It looks like the ""blocks"" that I'm returning in c1_method and c2_method aren't really being returned and evaluated in the search method, but I'm not sure how to do that.



","2011-01-23 21:45:39"
"35249984","refactoring $rootScope.$apply in Angular","1","refactoring $rootScope.$apply in Angular","2016-02-07 05:11:38"
"35249984","refactoring $rootScope.$apply in Angular","1","my `MusicPlayer.js` Angular service  has a callback function wrapped in `$rootScope.$apply` that updates a specific object (`musicPlayer.currentPlaybackTime`) and is shared to all other controllers ( via applying to `$rootScope`).  

I understand that you'll ideally want to limit any `$rootScope` pollution, so i'm looking at possible refactoring options that take away calling apply methods to `$rootScope` but allows my updated object to be shared across multiple controllers.  

My research indicates that i'll need to register the other controllers (i.e. `PlayerDashboardCtrl.js`, `PlaylistCtrl.js` and `AlbumListCtrl.js`) that  need my `currentPlaybackTime` object, but i'd like to understand what's the most efficient way of doing this.  

Thank you.


    

     var setSong = function(song) {

        currentBuzzObject = new buzz.sound(song.audioUrl, {
            formats: ['mp3'],
            preload: true
        });
        
        currentBuzzObject.bind('timeupdate', function() {
            $rootScope.$apply(function() {
              musicPlayer.currentPlaybackTime = currentBuzzObject.getTime();  
            });
        });
        
        musicPlayer.currentSong = song;
    };
","2016-02-07 05:11:38"
"35249984","refactoring $rootScope.$apply in Angular","1","<javascript><angularjs>","2016-02-07 05:11:38"
"26266552","refactoring Ruby scraping code","1","refactoring Ruby scraping code","2014-10-08 21:13:09"
"26266552","refactoring Ruby scraping code","1","Basically, I will have multiple `.main_entry` blocks on each page and I will need to pull a couple of pieces of data from each. How can this be properly refactored into methods? 

    require 'open-uri'
    require 'nokogiri'
    
     
    url = #url
    doc = Nokogiri::HTML(open(url))
    
    doc.css("".main_entry"").each do |item|
      artist = item.at_css("".list_artist"").text
      title = item.at_css("".list_album"").text
      puts ""#{artist} - #{title}""
    end

I have arrived at this mess below, which throws the `undefined local variable or method 'release'` error that seems to be related to methods being over-written. Could you explain to me what process the code below goes through, why it breaks down and what I should turn to for the fix? Should each `.main_entry` block be saved into some kind of a cache or an array first, before instantiating? 

    require 'open-uri'
    require 'nokogiri'
    
    class Scraper
      def initialize(url)
        @url = url
      end
    
      def release
        @release ||= doc.css("".main_entry"") || []
      end
    
      release.each do |item|
        define_method(:artist) do
          @artist ||= item.at_css("".list_artist"").text
        end
    
        define_method(:title) do
          @title ||= item.at_css("".list_album"").text
        end
      end
    
      private
      attr_reader :url
    
      def doc
        @doc ||= Nokogiri::HTML(open(url))
      end
    end
    
    scraper = Scraper.new( #url
    
    puts ""#{scraper.artist} - #{scraper.title}""

","2014-10-08 21:13:09"
"26266552","refactoring Ruby scraping code","1","<ruby><nokogiri>","2014-10-08 21:13:09"
"21571197","refactoring input check for hangman in java with acm","1","refactoring input check for hangman in java with acm","2014-02-05 07:33:26"
"21571197","refactoring input check for hangman in java with acm","1","I'm taking an online java course using the acm package, so the following syntax may not be ""orthodox java"".  At any rate, hopefully, the point I'm making here comes through to those familiar with the package and otherwise:

The code I have below works for validating user input for a game of hangman in java, but going in, I was sure that I could do this with simply one if else statement, but ultimately for expediency's sake, I settled for adding a nested if, else statement.  It's really bugging me that I can't figure out how to refactor this code in one if else statement as I'm positive that there is at least one very obvious way to do this.  Any help would be much appreciated!

	private void turn()
	{
		println(""The word now looks like this: "" + currentWord);
		println(""You have "" + guessesLeft + "" guesses left."");
		currentGuess = readLine(""Your guess: "");
		
		String temp = currentWord;
		
		/*test for legality of guess
		 * 1) is it exactly 1 char long?(ie not blank nor a long string
		 * 2) is it a letter?
		 */
		if(currentGuess.length() == 0)
		{
			println(""That is an illegal guess."");
		}
		else{
			char guessedLetter = Character.toUpperCase(currentGuess.charAt(0));
			
			if(currentGuess.length() != 1 || !Character.isLetter(guessedLetter))
			{
				println(""That is an illegal guess."");
			}
			else{
			/*scan through secret word to find a match between
			 * entered guess and secret word
			 */ ......}

    private String currentGuess;
    private String currentWord;
","2014-02-05 07:33:26"
"21571197","refactoring input check for hangman in java with acm","1","<java><acm-java-libraries>","2014-02-05 07:33:26"
"37263329","refactoring multi-dimensional if/else conditions","1","refactoring multi-dimensional if/else conditions","2016-05-16 21:12:39"
"37263329","refactoring multi-dimensional if/else conditions","1","I'm writing in Swift, but the question is really language agnostic.

I have two variables, each of which could have multiple - but discrete - values. The various combinations of the two values lead to different behavior. 

I need to consider all combinations and execute the appropriate code. What's the cleanest/easiest-to-maintain way to do this?

Graphically, it would look like this:

    var2 / var1 |    A    |    B    |    C    |
    ------------|---------|---------|---------|
    Z           |(A && Z) |(B && Z) |(C && Z) |
    ------------|---------|---------|---------|
    Y           |(A && Y) |(B && Y) |(C && Y) |
    ------------|---------|---------|---------|
    X           |(A && X) |(B && X) |(C && X) |
    -------------------------------------------

You could imagine, with a third variable, the matrix becomes 3-dimensional, etc. which is why I'm interested in a generalizable solution, not necessarily a specific solution for my particular project.

I could go multiple if/else:

    if (var1 == A && var2 == Z) {}
    else if (var1 == B && var2 == Z) {}
    else if ...

But that sounds awful.

Currently, I'm using one if/else and the same switch over and over:

    if var1 == A {
        switch var2 {
            case Z:
            case Y:
            case X:
        }
    } else if var1 == B {
        switch var2 {
            case Z:
            case Y:
            case X:
        }
    } ...

But reusing the same switch tells me I'm doing it wrong.

Is this a case for polymorphism? That concept is a bit nebulous to me, and I don't quite philosophically get it. Is there a better way?

My real-life example is a calculator-type app where behavior depends not only on the button pressed, but also the *previous* button pressed, i.e. pressing '=' after a '#' is different than pressing '=' after '+' is different than pressing '+' after '=' is different than pressing a '#' after a '#', etc... So I'm comparing the current button pressed to the previous button pressed to determine the behavior of the calculator.","2016-05-16 21:12:39"
"37263329","refactoring multi-dimensional if/else conditions","1","<if-statement><language-agnostic><conditional>","2016-05-16 21:12:39"
"15204488","refactor legacy code, extracting small interface from a giant one with a small implementation","1","refactor legacy code, extracting small interface from a giant one with a small implementation","2013-03-04 15:00:32"
"15204488","refactor legacy code, extracting small interface from a giant one with a small implementation","1","I have a large piece of code (legacy) which knows to connect to an external service lets say connects to skype and bring its availability, the way its doing this (this is how it works its for the sake of the example). is

    SkypeAvailabilityManager.java
    
    .init
    .start
    .stop
    .connect
    .disconnect
    .keepAlive
    .updateStatus

(lets assume for the example that all methods need to be public and someone calls them).
Now there is a huge piece of code (huge legacy code which calls all above methods).

Now I need to have either synchronizing with skype or with some other service lets say its `MessengerB`

However with messengerB i don't need the init, start, connect, etc, i only need the updateStatus method.

So I thought of this refactor (which does not yet sound fine to me i'll explain why

    Interface: ExternalStatusFetcher

methods of it:

    .updateStatus

Now the legacy code calls the above methods of .init .start .stop .connect in many many places, however the new MessengerStatusUpdaterImpl I need to add only needs .updateStatus and i want to reuse the .updateStatus of the skype implementation because i want to reuse code.

so my limitations:

 1. Reuse SkypeAvailabilityManager.java
 2. Legacy code calls .start .stop ... from many places in code I don't what to change that this is a huge legacy.
 3. I want a common interface meaning in my code I want to treat both impl the same way but so client would either call all the methods or only part of them i do not know until impelemntation is actually initialized with the real implemenation.

what would be a good refactor of it?
If my container class holds an interface that holds all methods this owuld be nice, however my second implemenation does not need all the methods, so i'm a little mixed up what to do.","2013-03-04 15:00:32"
"15204488","refactor legacy code, extracting small interface from a giant one with a small implementation","1","<oop><design><refactoring>","2013-03-04 15:00:32"
"47547719","refactor NodeJs functions","1","refactor NodeJs functions","2017-11-29 07:59:05"
"47547719","refactor NodeJs functions","1","I have a big `app.js` file and want to split the code. I took all my routes into a module called `routes.js`

    module.exports = function(app){
    
    app.get('/', function (req, res) {
      res.redirect('/page1');
    });
    
    app.get('/page1', function (req, res) {
      res.render('page1');
    });
    
    app.get('/page2/:id', function (req, res) {
        res.render('page2', {
          val: Number(req.params.id)
        });
    });
    
    }

and in my app.js I call

    const routes = require('./Server/routes')(app);

So this works fine.

I have some functions like

    function loadData(id, callback) {
      fs.readFile('./database.json', 'utf8', function (err, data) {
        var json = JSON.parse(data);
        var arr = json.arr;
        var obj = arr.find(e => e.id === Number(id));
        callback(obj);
      });
    }

and want to have them in separate files too. How can I do this? I am able to export one function but how can I export more than one?

Like

    module.exports = function(){
    
    function sayHello(){
       console.log(""Hello"");
    }
    
    function calc(){
       return 5 + 7;
    }
    
    }

require the module and call

    myModule.sayHello();
    
    var num = myModule.calc();","2017-11-29 07:59:05"
"47547719","refactor NodeJs functions","1","<javascript><node.js>","2017-11-29 07:59:05"
"932226","refactoring boolean equation","1","refactoring boolean equation","2009-05-31 15:25:32"
"932226","refactoring boolean equation","1","lets say you have a boolean rule/expression like so

(A OR B)  AND (D OR E) AND F

you want to convert it into as many AND only expressions as possible. like so

A AND D AND F
A AND E AND F
B AND D AND F
B AND E AND F

you are just reducing the OR's so it becomes

(A AND D AND F) OR (A AND E AND F) OR (...)

is there a property in boolean algebra that would do this?  

thanks!



","2009-05-31 15:25:32"
"932226","refactoring boolean equation","1","<boolean><equation><parsing><expression>","2009-05-31 15:25:32"
"932226","refactoring boolean equation","1","Let's say you have a Boolean rule/expression like so

    (A OR B) AND (D OR E) AND F

You want to convert it into as many AND only expressions as possible, like so

    A AND D AND F
    A AND E AND F
    B AND D AND F
    B AND E AND F

You are just reducing the OR's so it becomes

    (A AND D AND F) OR (A AND E AND F) OR (...)

Is there a property in Boolean algebra that would do this?  




","2009-05-31 19:10:28"
"32304235","refactoring working recursion code (hasFiveDIVs) for traversing the DOM","1","refactoring working recursion code (hasFiveDIVs) for traversing the DOM","2015-08-31 04:58:17"
"32304235","refactoring working recursion code (hasFiveDIVs) for traversing the DOM","1","@oriol provided an amazing two line recursive solution for a problem I was working on today.  

    function numOccurencesRecursive(arr, val) {
      if (!arr.length) return 0;
      return (arr[0] === val ? 1 : 0) + numOccurencesRecursive(arr.slice(1), val);
    }

I was inspired to refactor some spagetti-ish code that I wrote yesterday:

    function containsFiveOrMoreDivs(domElement) {
      var count = 0;
    
      function doCount(domElement) {
        if (domElement && domElement.tagName === ""DIV"") {
          count++;
        }
    
        if (count >= 5) {
          return true;
        }
    
        if (domElement.hasChildNodes()) {
          var children = domElement.childNodes;
          for (var i = 0; i < children.length; i++) {
            if (doCount(children[i])) {
              return true
            }
          };
        };
    
        return false;
      }
    
      return doCount(domElement)
    }
    containsFiveOrMoreDivs(document);

Here's the attempt:

    function containsFiveOrMoreDivsPureRecursion(domElement) {
      if (!domElement && domElement.tagName !== ""DIV"") {
        return 0;
      }
      return (domElement.tagName === ""DIV"" ? 1 : 0) + containsFiveOrMoreDivsPureRecursion(domElement.childNodes()); //?
    }

how would I loop through all the child nodes recursively in this version? Is what I'm doing possible?","2015-08-31 04:58:17"
"32304235","refactoring working recursion code (hasFiveDIVs) for traversing the DOM","1","<javascript><recursion><refactoring>","2015-08-31 04:58:17"
"32304235","refactoring working recursion code (hasFiveDIVs) for traversing the DOM","1","@oriol provided an amazing two line recursive solution for a problem I was working on today.  

    function numOccurencesRecursive(arr, val) {
      if (!arr.length) return 0;
      return (arr[0] === val ? 1 : 0) + numOccurencesRecursive(arr.slice(1), val);
    }

I was inspired to refactor some spagetti-ish code that I wrote yesterday:

    //returns a boolean
        function containsFiveOrMoreDivs(domElement) {
          var count = 0;
    
      function doCount(domElement) {
        if (domElement && domElement.tagName === ""DIV"") {
          count++;
        }
    
        if (count >= 5) {
          return true;
        }
    
        if (domElement.hasChildNodes()) {
          var children = domElement.childNodes;
          for (var i = 0; i < children.length; i++) {
            if (doCount(children[i])) {
              return true
            }
          };
        };
    
        return false;
      }
    
      return doCount(domElement)
    }
    containsFiveOrMoreDivs(document);

Here's the attempt:

    function containsFiveOrMoreDivsPureRecursion(domElement) {
      if (!domElement && domElement.tagName !== ""DIV"") {
        return 0;
      }
      return (domElement.tagName === ""DIV"" ? 1 : 0) + containsFiveOrMoreDivsPureRecursion(domElement.childNodes()); //?
    }

how would I loop through all the child nodes recursively in this version? Is what I'm doing possible?","2015-08-31 05:09:55"
"10050146","refactor this javascript code","1","refactor this javascript code","2012-04-06 22:54:42"
"10050146","refactor this javascript code","1","I have two click-events, that are nearly similar, but not quite. I am wondering how to refactor them best:

      $('.remove_fields.dynamic').live('click', function(e) {
        var $this = $(this);
        var after_removal_trigger_node = $this.closest("".nested-fields"").parent();
        trigger_removal_callback($this);
        e.preventDefault();
        $this.closest("".nested-fields"").remove();
        trigger_after_removal_callback(after_removal_trigger_node);
      });
    
      $('.remove_fields.existing').live('click', function(e) {
        var $this = $(this);
        var after_removal_trigger_node = $this.closest("".nested-fields"").parent();
        trigger_removal_callback($this);
        e.preventDefault();
        $this.prev(""input[type=hidden]"").val(""1"");
        $this.closest("".nested-fields"").hide();
        trigger_after_removal_callback(after_removal_trigger_node);
      });

As you can tell there is a fair bit of overlap. I am wondering what the best/nicest way would be to refactor this code.","2012-04-06 22:54:42"
"10050146","refactor this javascript code","1","<javascript><refactoring>","2012-04-06 22:54:42"
"5135051","refactoring ruby method","1","refactoring ruby method","2011-02-27 18:36:59"
"5135051","refactoring ruby method","1","this is a simple question...

Does this method can be refactored?

    def sum
      total = 0
      [1,2,3,4].each do |num|
        total += num
      end
      total
    end

thanks for your help!","2011-02-27 18:36:59"
"5135051","refactoring ruby method","1","<ruby><loops><refactoring>","2011-02-27 18:36:59"
"12866445","refactoring databaseHelper","1","refactoring databaseHelper","2012-10-12 20:14:40"
"12866445","refactoring databaseHelper","1","I'm creating a database with this structure (4 Tables):
http://i.stack.imgur.com/vPaoD.png (Can't embed because lack of rep)

My worries is that the class is growing is in a fast pace and it's not that simple to work in it anymore since it is getting so large. Is there anyway i can refactor (=split it into several classes) my databaseHelper to make it simpler and more structured but yet still make it easy to work with?


public class DatabaseHelper extends SQLiteOpenHelper {

	// Database static variables
	private static final int DATABASE_VERSION = 2;
	private static final String DATABASE_NAME = ""feedlrDatabase"";

	// Declaring feed table
	private static final String TABLE_FEED = ""feed"";
	private static final String FEED_COLUMN_ID = ""_id"";
	private static final String FEED_COLUMN_NAME = ""name"";

	// Declaring feed-user bridge table
	private static final String TABLE_FEEDUSER = ""feeduser"";
	private static final String FEEDUSER_COLUMN_FEED_ID = ""feed_ID"";
	private static final String FEEDUSER_COLUMN_USER_ID = ""user_ID"";

	// Declaring user table
	private static final String TABLE_USER = ""user"";
	private static final String USER_COLUMN_ID = ""_id"";
	public static final String USER_COLUMN_USERNAME = ""username"";
	public static final String USER_COLUMN_USERID = ""userid"";
	public static final String USER_COLUMN_IMGURL = ""ProfileImageURL"";
	public static final String USER_COLUMN_SOURCE = ""source"";

	// Declaring item table
	private static final String TABLE_ITEM = ""item"";
	public static final String ITEM_COLUMN_ID = ""_id"";
	public static final String ITEM_COLUMN_ITEMID = ""itemid"";
	public static final String ITEM_COLUMN_TEXT = ""text"";
	private static final String ITEM_COLUMN_TIMESTAMP = ""timestamp"";
	private static final String ITEM_COLUMN_TYPE = ""type"";
	private static final String ITEM_COLUMN_URL = ""URL"";
	private static final String ITEM_COLUMN_IMGURL = ""imgURL"";
	private static final String ITEM_COLUMN_USER_ID = ""user_ID"";

	private SQLiteDatabase db = this.getWritableDatabase();

	public DatabaseHelper(Context context) {
		super(context, DATABASE_NAME, null, DATABASE_VERSION);
	}

	public void onCreate(SQLiteDatabase database) {
		// @formatter:off
		// Creating feed table
		database.execSQL(""CREATE TABLE "" + TABLE_FEED + ""("" + FEED_COLUMN_ID
				+ "" INTEGER PRIMARY KEY AUTOINCREMENT,"" + FEED_COLUMN_NAME
				+ "" TEXT UNIQUE"" + "")"");

		// Creating feed-user bridge table
		database.execSQL(""CREATE TABLE "" + TABLE_FEEDUSER + ""(""
				+ FEEDUSER_COLUMN_FEED_ID + "" INT NOT NULL,""
				+ FEEDUSER_COLUMN_USER_ID + "" INT NOT NULL"" + "")"");

		// Creating user table
		// TODO Should username be the unique idenifier of a user?!
		database.execSQL(""CREATE TABLE "" + TABLE_USER + ""("" + USER_COLUMN_ID
				+ "" INTEGER PRIMARY KEY AUTOINCREMENT,"" + USER_COLUMN_USERNAME
				+ "" TEXT NOT NULL,"" + USER_COLUMN_USERID + "" TEXT UNIQUE,""
				+ USER_COLUMN_IMGURL + "" TEXT,"" + USER_COLUMN_SOURCE
				+ "" TEXT NOT NULL"" + "")"");

		// Creating item table
		database.execSQL(""CREATE TABLE "" + TABLE_ITEM + ""("" + ITEM_COLUMN_ID
				+ "" INTEGER PRIMARY KEY AUTOINCREMENT,"" + ITEM_COLUMN_ITEMID
				+ "" INT UNIQUE,"" + ITEM_COLUMN_TEXT + "" TEXT,""
				+ ITEM_COLUMN_TIMESTAMP + "" DATETIME,"" + ITEM_COLUMN_TYPE
				+ "" TEXT,"" + ITEM_COLUMN_URL + "" TEXT,"" + ITEM_COLUMN_IMGURL
				+ "" TEXT,"" + ITEM_COLUMN_USER_ID + "" INT NOT NULL"" + "")"");
		// @formatter:on
	}

	@Override
	public void onUpgrade(SQLiteDatabase db, int oldVersion, int newVersion) {
		// Temporarily drops all tables
		db.execSQL(""DROP TABLE IF EXISTS "" + TABLE_FEED);
		db.execSQL(""DROP TABLE IF EXISTS "" + TABLE_FEEDUSER);
		db.execSQL(""DROP TABLE IF EXISTS "" + TABLE_USER);
		db.execSQL(""DROP TABLE IF EXISTS "" + TABLE_ITEM);
		onCreate(db);
	}

	public void addFeed(Feed feed) {
		ContentValues temp = new ContentValues();

		temp.put(FEED_COLUMN_NAME, feed.getTitle());
		try {
			db.insertOrThrow(TABLE_FEED, null, temp);
		} catch (SQLiteConstraintException e) {
			Log.d(""ERROR"", ""Inserted feed is not UNIQUE!"");
			// TODO Apply listener to notify the user that the feed name already
			// exists!
		}
	}

	public void removeFeed(Feed feed) {
		String title = feed.getTitle();
		long id = getFeedID(feed);

		removeFeedBridge(id);

		db.delete(TABLE_FEED, FEED_COLUMN_NAME + ""=?"", new String[] { title });
	}

	public ArrayList<String> listFeeds() {
		final ArrayList<String> feeds = new ArrayList<String>();

		Cursor c = db.rawQuery(""SELECT * FROM "" + TABLE_FEED, null);
		while (c.moveToNext()) {
			String s = c.getString(1);
			feeds.add(s);
		}
		c.close();
		return feeds;
	}

	public long getFeedID(Feed feed) {
		String feedTitle = feed.getTitle();
		SQLiteDatabase db = this.getReadableDatabase();
		Cursor c = db.query(TABLE_FEED, new String[] { FEED_COLUMN_ID },
				FEED_COLUMN_NAME + ""=?"", new String[] { feedTitle }, null,
				null, null);
		c.moveToNext();
		Long id = Long.parseLong(c.getString(0));
		c.close();
		return id;
	}

	public long getUserID(User user) {
		long id = user.getId();
		SQLiteDatabase db = this.getReadableDatabase();
		Cursor c = db.query(TABLE_USER, new String[] { USER_COLUMN_ID },
				USER_COLUMN_ID + ""=?"", new String[] { id + """" }, null, null,
				null);
		c.moveToNext();
		Long id1 = Long.parseLong(c.getString(0));
		c.close();
		return id1;
	}

	public ArrayList<String> listUsers() {
		final ArrayList<String> users = new ArrayList<String>();

		Cursor c = db.rawQuery(""SELECT * FROM "" + TABLE_USER, null);

		while (c.moveToNext()) {
			String s = c.getString(1);
			users.add(s);
		}
		return users;
	}

	public void addUserToFeed(User user, Feed feed) {
		long FeedID = getFeedID(feed);
		long UserID = addUser(user);

		// Add bridge connection
		if (UserID != -1) {
			addFeedUserBridge(FeedID, UserID);
		}
	}

	public long addUser(User user) {
		// TODO Check if the user already exists!!
		ContentValues temp = new ContentValues();

		temp.put(USER_COLUMN_USERNAME, user.getUserName());
		temp.put(USER_COLUMN_USERID, user.getId());
		temp.put(USER_COLUMN_IMGURL, user.getProfileImageURL());
		temp.put(USER_COLUMN_SOURCE, ""Twitter"");
		// TODO implement source on user?

		long userID = db.insert(TABLE_USER, null, temp);
		return userID;
	}

	public void addFeedUserBridge(long feedID, long userID) {
		ContentValues temp = new ContentValues();

		temp.put(FEEDUSER_COLUMN_FEED_ID, feedID);
		temp.put(FEEDUSER_COLUMN_USER_ID, userID);

		db.insert(TABLE_FEEDUSER, null, temp);
	}

	public void removeUserFromFeed(Feed feed, User user) {
		long feedID = getFeedID(feed);
		long userID = getUserID(user);

		removeFeedUserBridge(feedID, userID);
	}

	private void removeUser(User user) {
		long id = user.getId();
		db.delete(TABLE_USER, USER_COLUMN_ID + ""=?"", new String[] { id + """" });
	}

	private void removeFeedUserBridge(long feedID, long userID) {
		db.delete(TABLE_FEEDUSER, FEEDUSER_COLUMN_FEED_ID + ""=?"" + "" and ""
				+ FEEDUSER_COLUMN_USER_ID + ""=?"", new String[] { feedID + """",
				userID + """" });
	}

	public ArrayList<String> listFeedUser() {
		final ArrayList<String> feeduser = new ArrayList<String>();
		Cursor c = db.rawQuery(""SELECT * FROM "" + TABLE_FEEDUSER, null);
		while (c.moveToNext()) {
			feeduser.add(c.getString(0) + "" "" + c.getString(1));
		}
		c.close();
		return feeduser;
	}

	private void removeFeedBridge(Long id) {
		db.delete(TABLE_FEEDUSER, FEEDUSER_COLUMN_FEED_ID + ""=?"",
				new String[] { id + """" });
	}

	public void updateUser(long userID) {
		// TODO implement this method
	}

	public void addListOfItems(List<? extends Item> itemList) {
		db.beginTransaction();
		for (Item i : itemList) {
			ContentValues temp = new ContentValues();
			temp.put(ITEM_COLUMN_ITEMID, i.getId());
			temp.put(ITEM_COLUMN_TEXT, i.getText());
			temp.put(ITEM_COLUMN_TIMESTAMP, i.getTimestamp());
			temp.put(ITEM_COLUMN_TYPE, i.getText());
			temp.put(ITEM_COLUMN_URL, i.getURL());
			temp.put(ITEM_COLUMN_IMGURL, i.getIMGURL());
			temp.put(ITEM_COLUMN_USER_ID, i.getUser().getId());
			db.insertWithOnConflict(TABLE_ITEM, null, temp, SQLiteDatabase.CONFLICT_IGNORE);

		}
		db.setTransactionSuccessful();
		db.endTransaction();
	}

	public List<User> getUsersInFeed(Feed feed) {
		List<User> users = new ArrayList<User>();

		Cursor c = db
				.rawQuery(""SELECT * FROM "" + TABLE_USER + "" WHERE ""
						+ USER_COLUMN_USERID + "" IN (SELECT ""
						+ FEEDUSER_COLUMN_USER_ID + "" FROM "" + TABLE_FEEDUSER
						+ "" WHERE "" + FEEDUSER_COLUMN_FEED_ID + "" = ""
						+ getFeedID(feed) + "")"", null);

		c.moveToFirst();
		while (!c.isAfterLast()) {
			users.add(new User(c.getLong(c.getColumnIndex(USER_COLUMN_USERID)),
					c.getString(c.getColumnIndex(USER_COLUMN_USERNAME))));
			c.moveToNext();
		}

		return users;
	}

	public Cursor getAllItems() {
		Cursor c = db.query(TABLE_ITEM, new String[] { ITEM_COLUMN_ID,
				ITEM_COLUMN_TEXT, ITEM_COLUMN_TIMESTAMP, ITEM_COLUMN_TYPE,
				ITEM_COLUMN_URL, ITEM_COLUMN_IMGURL, ITEM_COLUMN_USER_ID },
				null, null, null, null, null);
		// db.close();
		return c;
	}

	public long getItemTableSize() {
		SQLiteDatabase database = this.getReadableDatabase();
		long l = DatabaseUtils.queryNumEntries(database, TABLE_ITEM);
		// database.close();
		return l;
	}

	public void clearItemTable() {
		db.delete(TABLE_ITEM, null, null);
	}

	public void clearUserTable() {
		db.delete(TABLE_USER, null, null);
	}

	public void clearFeeds() {
		db.delete(TABLE_FEED, null, null);
		db.delete(TABLE_FEEDUSER, null, null);
	}

	public void addUsers(List<? extends User> users) {
		db.beginTransaction();

		for (User u : users) {
			ContentValues temp = new ContentValues();
			temp.put(USER_COLUMN_USERNAME, u.getUserName());
			temp.put(USER_COLUMN_USERID, u.getId());
			temp.put(USER_COLUMN_SOURCE, u.getSource());
			db.insertWithOnConflict(TABLE_USER, null, temp, SQLiteDatabase.CONFLICT_IGNORE);
		}
		db.setTransactionSuccessful();
		db.endTransaction();
	}

	public Cursor getAllUsers() {
		Cursor c = db.query(TABLE_USER, new String[] { USER_COLUMN_ID,
				USER_COLUMN_USERNAME, USER_COLUMN_USERID }, null, null, null,
				null, null);
		return c;
	}

	public Cursor getItems(Feed feed) {
		Cursor c = db.rawQuery(""SELECT * FROM "" + TABLE_ITEM 
				+ "" WHERE ""	+ ITEM_COLUMN_USER_ID 
				+ "" IN (SELECT "" + FEEDUSER_COLUMN_USER_ID 
				+ "" FROM "" + TABLE_FEEDUSER
				+ "" WHERE "" + FEEDUSER_COLUMN_FEED_ID 
				+ "" = "" + getFeedID(feed)
				+ "") ORDER BY "" + ITEM_COLUMN_TIMESTAMP + "" DESC"", null);
		return c;
	}
}

Best regards
Rawa","2012-10-12 20:14:40"
"12866445","refactoring databaseHelper","1","<java><android><sqlite>","2012-10-12 20:14:40"
"9853024","refactoring date and time columns convertion to Time(WithZone)","1","refactoring date and time columns convertion to Time(WithZone)","2012-03-24 15:45:04"
"9853024","refactoring date and time columns convertion to Time(WithZone)","1","I got 2 colums representing a date and a time. 

 `{dateproc: '2012-03-23', horproc: '2000-01-01 16:15:23 UTC'}`

Both are read as a TimeWithZone by rails. I need to combine them.

This is what I've done. It works, but it doesn't *feel* elegant, and it just doesn't seem readable.

    date_time_combined = dateproc + horproc.seconds_since_midnight.seconds

Any advice improoving it?","2012-03-24 15:45:04"
"9853024","refactoring date and time columns convertion to Time(WithZone)","1","<ruby-on-rails><ruby-on-rails-3>","2012-03-24 15:45:04"
"4841542","refactor jquery code","1","Jquery dettach function and chain it.","2011-01-30 06:33:11"
