Id,Title,Score,Body,CreationDate
"4560741","refactoring this block","1","<p>I'm refactoring some code that wasn't written by me. This block sets the value of <code>$val</code> but I want to clean it up a bit. Obviously I can't use the tertiary operator here. What other ways I can make this code cleaner?</p>

<pre><code>  if (isset($vars[$input])) {
       $val = $vars[$input];
  } elseif (isset($this-&gt;getI['io'])) {
       $val = $this-&gt;getI['io'];
  } elseif (isset($vars[5])) {
       $val = $vars[5];
  } else {
       $val = 10;
  }
</code></pre>
","2010-12-30 07:09:35"
"23414508","refactor rails controller that has many query parameters?","1","<p>I have a rails controller show action which shows either the parents teams of a team, the child teams of a team, or the full family tree. Currently I am doing this as a simple case statement. Is this the correct ""rails"" way to do it or should I refactor? If yes, any suggestions on how would be appreciated.</p>

<pre><code>if @team= fetch_team
  case params[:tree]
  when 'parents'
    @output = @team.ancestor_ids
  when 'children'
    @output = @team.child_ids
  when 'full'
    @output = @team.full_tree
  when nil
    @output = fetch_team
  else
    @output = {message: ""requested query parameter: '#{params[:tree]}' not defined""}
  end

  render json: @output
else
  render json: {message: ""team: '#{params[:id]}' not found""}, status: 404
end

##

def fetch_team
 Team.find_by(name: params[:id])
end
</code></pre>
","2014-05-01 18:54:32"
"19587133","refactor folder ""layout"" to ""layout-sw600dp"" and it cannot work","1","<p>Before this, I make an application using the settings for normal phone and now I want to switch to using the tablet .When I refactor the folder ""layout"" to ""layout-sw600dp"", it cannot work in emulator. plz help me.tq</p>
","2013-10-25 10:18:32"
"1396166","refactoring and removing case statements when circling over an enum structure","1","<p>An enum structure declared in its own class is a member variable to the business logic class. That enum basically represents the state of that other class.</p>

<p>Although I have revisited the issue several times, replacing, or getting rid of those case statements proves quite frustrating to me.</p>

<p>Several business logic methods simple iterate over the enum and change the state of that class by assigning another value of the same enum, and other properties.</p>

<pre><code>public enum MyEnum{ A,B,C,D }
</code></pre>

<p>The business logic class has this enum as a member:</p>

<pre><code>public class BusinessLogic {

    private MyEnum CurrentSelection;
    private int propertyX;
    private int propertyY;

    public void operation1(){
        switch(CurrentSelection){
        case A: {alter propertyX this way; break;}
        case B: {alter propertyY this way; break;}
        case C: {alter propertyX that way; break;}
        case D: {alter propertyY that way; break;}
        }

    }

    public void operation2(){
        switch(CurrentSelection){
        case A: {CurrentSelection=MyEnum.B; break;}
        case B: {CurrentSelection=MyEnum.C; break;}
        ....etc
        }
    }

    public void operation3(){
        switch(CurrentSelection){
        case A: {CurrentSelection=MyEnum.D; break;}
        case B: {CurrentSelection=MyEnum.A; break;}
        ....etc
        }
    }
}
</code></pre>

<p>Another client class will instantiate the business logic class, initialing its properties and then using its operation methods.</p>

<p>What I have successfully done (with help from SO) is encapsulate the operation methods into a command pattern structure so I can call the operations without any case statements. (<a href=""https://stackoverflow.com/questions/1386673/trouble-making-polymorphism-defeat-those-switch-case-statements"">here</a>).</p>

<p>I guess my trouble is how to encapsulate the case statements in my business logic class. I suspect that I would need polymorphism and the appropriate data structures.</p>

<p>The refactoring experts suggest each case statement should be an implementation of a common interface. But if I have 3 methods iterating over a 4-member enum that means I'd probably need 3 interfaces with 4 implementations each, giving me 12 classes (plus 3 interfaces). Wouldn't that be a class overload? The logic is working fine with those 3 methods as they are, but the issue are the repeating switch/case statements.</p>

<p>Is there a way to refactor those switch statements but avoid a myriad of other classes in the name of polymorphism? Would it be possible to factor out the iterate-over-the-enum part? Or just the cases (where the logic is) should be refactored?</p>

<hr>

<p>As a first step I removed those methods completely my having them implement a simple interface:</p>

<pre><code>public interface Command {
    void execute();
}
</code></pre>

<p>So, its operation method implemented the command interface:</p>

<pre><code>public class Operation1 implements Command {

    private void doOperation1(){
        switch(CurrentSelection){
            ..all the cases here
        }       
    }

    public void execute() {
        doOperation1();
    }

}
</code></pre>

<p>As I see this, it will buy my a cleaner business logic class, but the trail of the switch cases will remain, right?</p>
","2009-09-08 20:26:44"
"39143730","refactor angular js factory to provider","1","<p>I have a factory defined in my program called 'EntityName'. now i want to refactor it to be a provider since I need to add a register function in the provider level.
however, I don't want to change all places using the existing factory like so:</p>

<pre><code>new EntityName()
</code></pre>

<p>so I refactored my factory to be a provider like so:</p>

<pre><code>myMoodule.provider('EntityName', function() {
    var _this = this;       
    _this.registerLabel = function registerLabel(name) {
          ...
    };
    _this.$get =  function (session, Logger) {
            var logger = new Logger('EntityName');
            return function EntityName(){...}
    }
)};
</code></pre>

<p>that way I have both method to be used in provider level(registerLabel) and no need to refactor all places using <code>New EntityName()</code></p>

<p>my question is- whether I can add some functions in the 'service' level and keep the fact that I don't need to refactor all <code>New EntityName()</code>: </p>

<p>for example I want to have a method <code>EntityName.replaceLabel()</code> </p>

<p>(not related to the object from <code>var name = new EntityName()</code></p>

<p>I want the service to expose more functions -not only the constructor function. is it possible ? how can i do it? that the $get will return both constructor function (so I won't need to change all other places) and also expose additional methods and use it like any other service </p>
","2016-08-25 11:12:35"
"46614735","refactoring to calculate running time of sorting algorithm - python","1","<p>I wrote this to calculate the average running time of sorting algorithms,
and I was just curious if there was a way to refactor this to something simpler or better.</p>

<pre><code>time = []
for i in range(3):
    start = timeit.default_timer()
    insert_list = []
    for i in range(3000):
        insert_list.append(randint(0,5000))
    sorted_list = merge_sort(insert_list)
    stop = timeit.default_timer()
    time.append(stop - start)
print sum(time) /len(time)
</code></pre>
","2017-10-06 22:24:17"
"10184290","refactoring code in rails controller","1","<p>i have two actions in my controller</p>

<pre><code>def up_vote
    lesson = Lesson.find(params[:id])
    current_user.up_vote!(lesson)
    flash[:message] = 'Thanks for voting!'
    redirect_to lesson_path(lesson)
end

def down_vote
    lesson = Lesson.find(params[:id])
    current_user.down_vote!(lesson)
    flash[:message] = 'Thanks for voting!'
    redirect_to lesson_path(lesson)
end
</code></pre>

<p>i was wondering what would be a good way to refactor this (keeping DRY in mind)? i read online that i shouldn't be trying to abuse the before_filter. what else could i use then? thanks!</p>
","2012-04-17 02:28:17"
"2615901","refactor LINQ TO SQL custom properties that instantiate datacontext","1","<p>I am working on an existing ASP.NET MVC app that started small and has grown with time to require a good re-architecture and refactoring.</p>

<p>One thing that I am struggling with is that we've got partial classes of the L2S entities so we could add some extra properties, but these props create a new data context and query the DB for a subset of data.  This would be the equivalent to doing the following in SQL, which is not a very good way to write this query as oppsed to joins: </p>

<pre><code>SELECT tbl1.stuff, 
    (SELECT nestedValue FROM tbl2 WHERE tbl2.Foo = tbl1.Bar),
    tbl1.moreStuff
 FROM tbl1
</code></pre>

<p>so in short here's what we've got in some of our partial entity classes:</p>

<pre><code>public partial class Ticket {

public StatusUpdate LastStatusUpdate
{
    get
    {
         //this static method call returns a new DataContext but needs to be refactored
         var ctx = OurDataContext.GetContext();
         var su = Compiled_Query_GetLastUpdate(ctx, this.TicketId);
         return su;
    }
}

}
</code></pre>

<p>We've got some functions that create a compiled query, but the issue is that we also have some DataLoadOptions defined in the DataContext, and because we instantiate a new datacontext for getting these nested property, we get an exception </p>

<blockquote>
  <p>""Compiled Queries across DataContexts
  with different LoadOptions not
  supported""</p>
</blockquote>

<p>.  The first DataContext is coming from a DataContextFactory that we implemented with the refactorings, but this second one is just hanging off the entity property getter.</p>

<p>We're implementing the Repository pattern in the refactoring process, so we <strong>must</strong> stop doing stuff like the above.  Does anyone know of a good way to address this issue?</p>

<p>EDIT:  I am adding the code for the DataContextFactory that we created during our refactoring efforts.  Note that in the code above we have a GetContext() static method in the Linq DataContext class, which news up a datacontext, and is not using the DataContextFactory below:</p>

<pre><code>public class DataContextFactory&lt;T&gt; : IDataContextFactory where T : System.Data.Linq.DataContext
{
    public DataContextFactory()
    {
        _context = Activator.CreateInstance&lt;T&gt;();
    }

    public DataContextFactory(T context)
    {
        _context = context;
    }

    private System.Data.Linq.DataContext _context;
    public System.Data.Linq.DataContext Context
    {
        get 
        {
            return _context; 
        }
    }

    public void SaveAll()
    {
        Context.SubmitChanges();
    }

    public bool IsContextDirty
    {
        get
        {
            return Context != null &amp;&amp; (Context.GetChangeSet().Deletes.Count &gt; 0 ||
                                           Context.GetChangeSet().Inserts.Count &gt; 0 ||
                                           Context.GetChangeSet().Updates.Count &gt; 0);
        }
    }
}
</code></pre>
","2010-04-11 03:03:28"
"10050146","refactor this javascript code","1","<p>I have two click-events, that are nearly similar, but not quite. I am wondering how to refactor them best:</p>

<pre><code>  $('.remove_fields.dynamic').live('click', function(e) {
    var $this = $(this);
    var after_removal_trigger_node = $this.closest("".nested-fields"").parent();
    trigger_removal_callback($this);
    e.preventDefault();
    $this.closest("".nested-fields"").remove();
    trigger_after_removal_callback(after_removal_trigger_node);
  });

  $('.remove_fields.existing').live('click', function(e) {
    var $this = $(this);
    var after_removal_trigger_node = $this.closest("".nested-fields"").parent();
    trigger_removal_callback($this);
    e.preventDefault();
    $this.prev(""input[type=hidden]"").val(""1"");
    $this.closest("".nested-fields"").hide();
    trigger_after_removal_callback(after_removal_trigger_node);
  });
</code></pre>

<p>As you can tell there is a fair bit of overlap. I am wondering what the best/nicest way would be to refactor this code.</p>
","2012-04-06 22:54:42"
"35002854","refactor code using reflection","1","<p>I am struggling on refactoring this (working) code:</p>

<pre><code>MyDbContext db = new MyDbContext();

 List&lt;SelectListItem&gt; selectedItems = new List&lt;SelectListItem&gt;();
 if (type == null) return selectedItems;

if (type == typeof(class1))
             selectedItems = db.class1.ToList().Select(ii =&gt; new SelectListItem { Text = ii.Name, Value = ii.Id.ToString() }).OrderBy(si =&gt; si.Text).ToList();

if (type == typeof(class2))
             selectedItems = db.class2.ToList().Select(ii =&gt; new SelectListItem { Text = ii.Name, Value = ii.Id.ToString() }).ToList();

if (type == typeof(class3))
            selectedItems = db.class3.ToList().Select(ii =&gt; new SelectListItem { Text = ii.Name, Value = ii.Id.ToString() }).ToList();

if (type == typeof(class4))
            selectedItems = db.class4.ToList().Select(ii =&gt; new SelectListItem { Text = ii.Name, Value = ii.Id.ToString() }).ToList();
</code></pre>

<p>This code is inside an ASP.NET MVC controller.
Class1 to Class 4 are Model classes.</p>

<p>SelectListItem is just a ModelView class I use to grab an Id and a Name from a Class1, 2, 3 or 4 object. I don't think it s worth posting its code.
So below code just extracts all occurrences of Class1 or 2 or 3 or 4 and converts them into options that will be passed to a View (for a DropDownBox).
I only know the exact Model type at runtime of course (Class1...or 4).</p>

<p>I use Entity Framework with such a DbContext:</p>

<pre><code>  public partial class MyDbContext: DbContext
    {
...

        public virtual DbSet&lt;Class1&gt; Class1{ get; set; }
        public virtual DbSet&lt;Class2&gt; Class2{ get; set; }
        public virtual DbSet&lt;Class3&gt; Class3{ get; set; }
        public virtual DbSet&lt;Class4&gt; Class4{ get; set; }
...
    }
</code></pre>

<p>I am pretty sure I can end up with a clean code with reflection instead of this horrible thing I wrote. But I did not manage to get anything clean that compiles.</p>
","2016-01-25 21:36:11"
"32304235","refactoring working recursion code (hasFiveDIVs) for traversing the DOM","1","<p>@oriol provided an amazing two line recursive solution for a problem I was working on today.  </p>

<pre><code>function numOccurencesRecursive(arr, val) {
  if (!arr.length) return 0;
  return (arr[0] === val ? 1 : 0) + numOccurencesRecursive(arr.slice(1), val);
}
</code></pre>

<p>I was inspired to refactor some spagetti-ish code that I wrote yesterday:</p>

<pre><code>//returns a boolean
    function containsFiveOrMoreDivs(domElement) {
      var count = 0;

  function doCount(domElement) {
    if (domElement &amp;&amp; domElement.tagName === ""DIV"") {
      count++;
    }

    if (count &gt;= 5) {
      return true;
    }

    if (domElement.hasChildNodes()) {
      var children = domElement.childNodes;
      for (var i = 0; i &lt; children.length; i++) {
        if (doCount(children[i])) {
          return true
        }
      };
    };

    return false;
  }

  return doCount(domElement)
}
containsFiveOrMoreDivs(document);
</code></pre>

<p>Here's the attempt:</p>

<pre><code>function containsFiveOrMoreDivsPureRecursion(domElement) {
  if (!domElement &amp;&amp; domElement.tagName !== ""DIV"") {
    return 0;
  }
  return (domElement.tagName === ""DIV"" ? 1 : 0) + containsFiveOrMoreDivsPureRecursion(domElement.childNodes()); //?
}
</code></pre>

<p>how would I loop through all the child nodes recursively in this version? Is what I'm doing possible?</p>
","2015-08-31 04:58:17"
"37263329","refactoring multi-dimensional if/else conditions","1","<p>I'm writing in Swift, but the question is really language agnostic.</p>

<p>I have two variables, each of which could have multiple - but discrete - values. The various combinations of the two values lead to different behavior. </p>

<p>I need to consider all combinations and execute the appropriate code. What's the cleanest/easiest-to-maintain way to do this?</p>

<p>Graphically, it would look like this:</p>

<pre><code>var2 / var1 |    A    |    B    |    C    |
------------|---------|---------|---------|
Z           |(A &amp;&amp; Z) |(B &amp;&amp; Z) |(C &amp;&amp; Z) |
------------|---------|---------|---------|
Y           |(A &amp;&amp; Y) |(B &amp;&amp; Y) |(C &amp;&amp; Y) |
------------|---------|---------|---------|
X           |(A &amp;&amp; X) |(B &amp;&amp; X) |(C &amp;&amp; X) |
-------------------------------------------
</code></pre>

<p>You could imagine, with a third variable, the matrix becomes 3-dimensional, etc. which is why I'm interested in a generalizable solution, not necessarily a specific solution for my particular project.</p>

<p>I could go multiple if/else:</p>

<pre><code>if (var1 == A &amp;&amp; var2 == Z) {}
else if (var1 == B &amp;&amp; var2 == Z) {}
else if ...
</code></pre>

<p>But that sounds awful.</p>

<p>Currently, I'm using one if/else and the same switch over and over:</p>

<pre><code>if var1 == A {
    switch var2 {
        case Z:
        case Y:
        case X:
    }
} else if var1 == B {
    switch var2 {
        case Z:
        case Y:
        case X:
    }
} ...
</code></pre>

<p>But reusing the same switch tells me I'm doing it wrong.</p>

<p>Is this a case for polymorphism? That concept is a bit nebulous to me, and I don't quite philosophically get it. Is there a better way?</p>

<p>My real-life example is a calculator-type app where behavior depends not only on the button pressed, but also the <em>previous</em> button pressed, i.e. pressing '=' after a '#' is different than pressing '=' after '+' is different than pressing '+' after '=' is different than pressing a '#' after a '#', etc... So I'm comparing the current button pressed to the previous button pressed to determine the behavior of the calculator.</p>
","2016-05-16 21:12:39"
"21571197","refactoring input check for hangman in java with acm","1","<p>I'm taking an online java course using the acm package, so the following syntax may not be ""orthodox java"".  At any rate, hopefully, the point I'm making here comes through to those familiar with the package and otherwise:</p>

<p>The code I have below works for validating user input for a game of hangman in java, but going in, I was sure that I could do this with simply one if else statement, but ultimately for expediency's sake, I settled for adding a nested if, else statement.  It's really bugging me that I can't figure out how to refactor this code in one if else statement as I'm positive that there is at least one very obvious way to do this.  Any help would be much appreciated!</p>

<pre><code>private void turn()
{
    println(""The word now looks like this: "" + currentWord);
    println(""You have "" + guessesLeft + "" guesses left."");
    currentGuess = readLine(""Your guess: "");

    String temp = currentWord;

    /*test for legality of guess
     * 1) is it exactly 1 char long?(ie not blank nor a long string
     * 2) is it a letter?
     */
    if(currentGuess.length() == 0)
    {
        println(""That is an illegal guess."");
    }
    else{
        char guessedLetter = Character.toUpperCase(currentGuess.charAt(0));

        if(currentGuess.length() != 1 || !Character.isLetter(guessedLetter))
        {
            println(""That is an illegal guess."");
        }
        else{
        /*scan through secret word to find a match between
         * entered guess and secret word
         */ ......}

private String currentGuess;
private String currentWord;
</code></pre>
","2014-02-05 07:33:26"
"13501039","refactor maybe stack in Yesod","1","<p>Using Yesod, I want to show the user's profile name in the navigation bar of every page and want to link, with the <code>ProfileId</code>, to the profile-page of a user. <code>config/models</code> contains:</p>

<pre><code>User
    ident Text
    password Text Maybe
    UniqueUser ident
Profile
    username Text
    user UserId
    UniqueProfile user
    UniqueUsername username
</code></pre>

<p>Snippet from <code>Foundation.hs</code>:</p>

<pre><code>defaultLayout widget = do
    master &lt;- getYesod
    mmsg &lt;- getMessage
    maid &lt;- maybeAuthId
</code></pre>

<p>With the user-id I can query for the profile, but it's burried in <code>Maybe</code>s.
<a href=""https://stackoverflow.com/questions/12130732/deep-maybe-stack-with-yesod"">This Stack Overflow question</a> gives a good hint how to handle all those <code>Maybe</code>s... but, with my little experience of Haskell, I'm still struggling with it.</p>

<p>I came up with:</p>

<pre><code>mpid &lt;- runMaybeT $ do
    ouid &lt;- MaybeT maybeAuthId
    (Entity pid _) &lt;- MaybeT . runDB . getBy $ UniqueProfile ouid
    return pid

mprofilename &lt;- runMaybeT $ do
    ouid &lt;- MaybeT maybeAuthId
    (Entity _ p) &lt;- MaybeT . runDB . getBy $ UniqueProfile ouid
    return $ profileUsername p
</code></pre>

<p>This works, but is not optimal - repeating code and double database hits. How can I refactor this code?</p>

<p>I thought this would work:</p>

<pre><code>(mpid, mprofilename) &lt;- runMaybeT $ do
    ouid &lt;- MaybeT maybeAuthId
    (Entity pid p) &lt;- MaybeT . runDB . getBy $ UniqueProfile ouid
    return (pid, profileUsername p)
</code></pre>

<p>but, alas, a no-go:</p>

<pre><code>Foundation.hs:91:9:
    Couldn't match expected type `Maybe (t0, Text)'
                with actual type `(t1, t2)'
    In the pattern: (mpid, mprofilename)
    In a stmt of a 'do' block:
        (mpid, mprofilename) &lt;- runMaybeT
            $ do { ouid &lt;- MaybeT maybeAuthId;
                (Entity pid p) &lt;- MaybeT . runDB . getBy $ UniqueProfile ouid;
                return (pid, profileUsername p) }
    In the expression:
        do { master &lt;- getYesod;
             mmsg &lt;- getMessage;
             maid &lt;- maybeAuthId;
             (mpid, mprofilename) &lt;- runMaybeT
                 $ do { ouid &lt;- MaybeT maybeAuthId;
                 (Entity pid p) &lt;- MaybeT . runDB . getBy
                     $ UniqueProfile ouid;
                                          .... };
           .... }
</code></pre>

<p>I understand the error, but I don't get it solved.</p>

<p>Enlighten me!</p>
","2012-11-21 19:53:53"
"9853024","refactoring date and time columns convertion to Time(WithZone)","1","<p>I got 2 colums representing a date and a time. </p>

<p><code>{dateproc: '2012-03-23', horproc: '2000-01-01 16:15:23 UTC'}</code></p>

<p>Both are read as a TimeWithZone by rails. I need to combine them.</p>

<p>This is what I've done. It works, but it doesn't <em>feel</em> elegant, and it just doesn't seem readable.</p>

<pre><code>date_time_combined = dateproc + horproc.seconds_since_midnight.seconds
</code></pre>

<p>Any advice improoving it?</p>
","2012-03-24 15:45:04"
"6927614","refactoring sql schema","1","<p>Guys i currently have 2 tables that reference a lookup table. Ive been tasked with modifiying the database to allow the tables to reference more than one value in the lookup table.</p>

<p>My idea is to create a new table that has a new PK and a column that references the lookup table.  The PK of the new table is then dumped into the parent tables thus maintaining referential integrity E.G</p>

<p>Current</p>

<pre><code> Contracts
 =========
 PK Id
 FK lookupId

 Warranties
 ==========
 PK Id
 FK lookupId
</code></pre>

<p>New</p>

<pre><code> Contracts
 =========
 PK Id
 FK LinkingTableId

 Warranties
 ==========
 PK Id
 FK LinkingTableId

 LinkingTable
 ============
 PK Id
 FK LookupId
</code></pre>

<p>Is this a good way of handling the multiple references?</p>
","2011-08-03 13:56:18"
"7101485","refactor cferror tag to application.cfc's onError()","1","<p>How to translate</p>

<pre><code>&lt;cferror type=""EXCEPTION"" template=""ErrorTemplate.cfm""&gt;
</code></pre>

<p>to an <code>onError()</code> function for Application.cfc?  Notice that cferror create a var <code>error</code> struct for the template.  Is there a quick and easy way to create the same error struct?  How to pass that into ErrorTemplate.cfm using <code>&lt;cfinclude&gt;</code>?  </p>

<p>I know <code>onRequest()</code> shares the variable scope with the target page, but does onError share variables scope too?  If not, what shall I do? Stick it to the <code>Form</code> scope?</p>

<p>Thank you</p>
","2011-08-18 01:41:12"
"4629149","refactoring Quartz jobdata","1","<p>I had to refactor a class like this:</p>

<p>Class Person in package com.core has a reference to Class Address which is in the same package. I had to move Address to a new package com.core.location. This was simple on the java side, however, there are some quartz triggers which have com.core.Person referencing the old com.core.Address class as part of their job data map. It could be anywhere in the Map.</p>

<p>I have tried a few approaches, like writing an adapter which acts like a common ground between 2 java programs that eventually replace the ols class with the new one. What would be the best way to resolve this?</p>

<p>Thanks,
Chris.</p>
","2011-01-07 18:54:35"
"4096481","refactor XML with XSL","1","<p>I need to move the <code>&lt;sectionid/&gt;</code> and the <code>&lt;sponsor/&gt;</code> elements inside the corresponding <code>&lt;amendment/&gt;</code>.</p>

<p>Here is an example:</p>

<p>From :</p>

<pre><code>&lt;root&gt;
      &lt;sectionid&gt;A&lt;/sectionid&gt;
      &lt;sponsor&gt;john&lt;/sponsor&gt;
      &lt;sponsor&gt;paul&lt;/sponsor&gt;
      &lt;amendment&gt;
            &lt;id&gt;1&lt;/id&gt;
            &lt;text&gt;some text&lt;/text&gt;
      &lt;/amendment&gt;
      &lt;sectionid&gt;B&lt;/sectionid&gt;
      &lt;sponsor&gt;peter&lt;/sponsor&gt;
      &lt;amendment&gt;
            &lt;id&gt;5&lt;/id&gt;
            &lt;text&gt;some text&lt;/text&gt;
      &lt;/amendment&gt;
      &lt;amendment&gt;
            &lt;id&gt;4&lt;/id&gt;
            &lt;text&gt;some text&lt;/text&gt;
      &lt;/amendment&gt;
      &lt;sponsor&gt;max&lt;/sponsor&gt;
      &lt;amendment&gt;
            &lt;id&gt;6&lt;/id&gt;
            &lt;text&gt;some text&lt;/text&gt;
      &lt;/amendment&gt;
      &lt;amendment&gt;
            &lt;id&gt;7&lt;/id&gt;
            &lt;text&gt;some text&lt;/text&gt;
      &lt;/amendment&gt;

&lt;/root&gt;
</code></pre>

<p>to:</p>

<pre><code>&lt;root&gt;
      &lt;amendment&gt;
            &lt;sectionid&gt;A&lt;/sectionid&gt;
            &lt;sponsor&gt;john&lt;/sponsor&gt;
            &lt;sponsor&gt;paul&lt;/paul&gt;
            &lt;id&gt;1&lt;/id&gt;
            &lt;text&gt;some text&lt;/text&gt;
      &lt;/amendment&gt;
      &lt;amendment&gt;
            &lt;sectionid&gt;B&lt;/sectionid&gt;
            &lt;sponsor&gt;peter&lt;/sponsor&gt;
            &lt;id&gt;5&lt;/id&gt;
            &lt;text&gt;some text&lt;/text&gt;
      &lt;/amendment&gt;
      &lt;amendment&gt;
            &lt;sectionid&gt;B&lt;/sectionid&gt;
            &lt;sponsor&gt;peter&lt;/sponsor&gt;
            &lt;id&gt;4&lt;/id&gt;
            &lt;text&gt;some text&lt;/text&gt;
      &lt;/amendment&gt;
      &lt;amendment&gt;
            &lt;sectionid&gt;B&lt;/sectionid&gt;
            &lt;sponsor&gt;max&lt;/sponsor&gt;
            &lt;id&gt;6&lt;/id&gt;
            &lt;text&gt;some text&lt;/text&gt;
      &lt;/amendment&gt;
      &lt;amendment&gt;
            &lt;sectionid&gt;B&lt;/sectionid&gt;
            &lt;sponsor&gt;max&lt;/sponsor&gt;
            &lt;id&gt;7&lt;/id&gt;
            &lt;text&gt;some text&lt;/text&gt;
      &lt;/amendment&gt;

&lt;/root&gt;
</code></pre>

<p>Note 1: the <code>&lt;section/&gt;</code> element applies to all the <code>&lt;amendments/&gt;</code> before the next <code>&lt;sectionid/&gt;</code></p>

<p>Note 2: the <code>&lt;sponsor/&gt;</code> element applies to all the <code>&lt;amendments/&gt;</code> before the next <code>&lt;sponsor/&gt;</code> list.</p>

<p>Note 3: The values of <code>//amendment/id</code> are not sequential.</p>

<p>How can this transformation be done with XSLT 1.0.</p>
","2010-11-04 12:09:57"
"9083767","refactor code in order to use 3 values to make plot & tuple indices must be integers, not float","1","<p>I have a code in which for 3 different values of D ,i have 3 different values of dx and so,3 different plots.</p>

<p>I want to do a plot which will have all 3 plots in one.</p>

<pre><code>...
D=(0.133e-4,0.243e-4,0.283e-4)

dx=sc.zeros(3)
    for i in D:
        dx[i]=sc.sqrt(D[i]*dt/M)

        plt.ion()
        while n&lt;N:
            Vw_n=Vw_n1
            C_n=C_n1
            R2=(Vw_n+B1)/(Vw_0+B1)
            Cc=C_n1[0]/C0
            F2_1=10000/3*Pw*A*(C0*Vw_0/Vw_n1-C_n[1])
            dV=F2_1*dt
            Vw_n1=Vw_n+dV
            C_n1[0]=C0*Vw_0/Vw_n1
            F_i_2=-D[i]/dx[i]*(C_n[1:7]-C_n[0:6])
            C_n1[0:6]=C_n[0:6]-F_i_2*A*dt/(L/(V0/A)*V0/5)
            n+=1
            ttime=n*0.02*1000

            #-----PLOT AREA---------------------------------#

            mylabels=('T=273','T=293','T=298')
            colors=('-b','or','+k')

            if x==1:
                plt.plot(ttime,R2,mylabels[i],colors[i])
            elif x==2:
                plt.plot(ttime,Cc,mylabels[i],colors[i])
            plt.draw()
            plt.show()
</code></pre>

<p>----------RUNNABLE--------------------------</p>

<pre><code>import scipy as sc
import matplotlib.pyplot as plt


def graph(x):

    A=1.67e-6  
    V0=88e-12 
    Vw_n1=71.7/100*V0 
    Pw=0.22   
    L=4e-4
    B1=V0-Vw_n1   

    C7=0.447e-3  



    dt=0.2e-4
    M=0.759e-1

    C_n1=sc.zeros(7)
    C_n1[0:6]=0.290e-3
    C_n1[6]=0.447e-3


    C0=C_n1[0]
    Vw_0=Vw_n1

    N=2000 
    n =1
    D = ,0.243e-4
    dx = sc.sqrt(D*dt/M)

        plt.ion()
        while n&lt;N:
            Vw_n=Vw_n1
            C_n=C_n1
            R2=(Vw_n+B1)/(Vw_0+B1)
            Cc=C_n1[0]/C0
            F2_1=10000/3*Pw*A*(C0*Vw_0/Vw_n1-C_n[1])
            dV=F2_1*dt
            Vw_n1=Vw_n+dV
            C_n1[0]=C0*Vw_0/Vw_n1
            F_i_2=-D/dx*(C_n[1:7]-C_n[0:6])
            C_n1[0:6]=C_n[0:6]-F_i_2*A*dt/(L/(V0/A)*V0/5)
            n+=1
            ttime=n*0.02*1000

            #-----PLOT AREA---------------------------------#


            if x==1:
                plt.plot(ttime,R2)
            elif x==2:
                plt.plot(ttime,Cc)
            plt.draw()
            plt.show()
</code></pre>

<p>My problem is that i want to plot (ttime,R2) and (ttime,Cc).
But i can't figure how to call R2 and Cc for the 3 different values of D (and dx).</p>

<p>Also, i am taking an error: tuple indices must be integers, not float</p>

<p>at dx[i]=sc.sqrt(D[i]*dt/M).</p>

<p>Thanks!</p>
","2012-01-31 17:07:33"
"36697360","refactoring of simple code in Yii2 (if-else)","1","<p>i was doing some refactoring of code on project in Yii2 framework.</p>

<p>I'm just asking if this can be written nicer, with less repetition (i try to follow DRY whenever i can). Any literature recommendation about this kind of topic is more than welcome, sorry for bad English.</p>

<pre><code>$exception = Yii::$app-&gt;errorHandler-&gt;exception;

    if ($exception !== null) {
        if (isset($exception-&gt;statusCode)) {
            if ($exception-&gt;statusCode == 500) {
                return $this-&gt;render('error-500', ['exception' =&gt; $exception]);
            } elseif ($exception-&gt;statusCode == 404) {
                return $this-&gt;render('error-404', ['exception' =&gt; $exception]);
            } else {
                return $this-&gt;render('error', ['exception' =&gt; $exception]);
            }
        } elseif (isset($exception-&gt;code)) {
            if ($exception-&gt;code == 500) {
                return $this-&gt;render('error-500', ['exception' =&gt; $exception]);
            } elseif ($exception-&gt;code == 404) {
                return $this-&gt;render('error-404', ['exception' =&gt; $exception]);
            } else {
                return $this-&gt;render('error', ['exception' =&gt; $exception]);
            }
        }
    } else {
        $exception = new \yii\web\HttpException(500);
        return $this-&gt;render('error-500', ['exception' =&gt; $exception]);
    }
</code></pre>
","2016-04-18 14:48:57"
